編號,品牌通路,品牌,系列中文名稱,系列英文名稱,中文品名,英文品名,中文簡介,英文簡介,用途,品項,功效,上市日期,規格,販售國家,停產國家,是否限量,產品別名,建立時間,修改時間,是否為口碑之星,是否在前台隱藏,精選文章數,是否上過首頁推薦,產品圖,圖1,圖2,圖3,圖4,圖5,url,顏色
12487,開架,MISSHA,底妝系列,,零毛孔清爽控油粉餅,The Style Fitting Wear Sebum-Cut Pressed Powder,含控油及綠豆萃取成分，可有效抑制出油，維持清透妝容，告別油光，維持清爽妝感一整天。,,彩妝品,"粉餅,","控油,修飾毛孔,透亮,長效持妝,",,"容量:7g:NT450:RM0,","TW, MY",,N,"MISSHA 零毛孔清爽控油粉餅,零毛孔清爽控油粉餅",2016/11/29,,N,N,1,N,https://pic.pimg.tw/styleme/1480430853-3129849449.jpg,https://pic.pimg.tw/styleme/1481528302-480895496.jpg,,,,,https://www.urcosme.com/products/58654,

12796-1,開架,MISSHA,底妝系列,,輕透裸光無暇氣墊粉餅SPF50+ PA+++ 白皙,M Magic Cushion SPF50+ PA+++,高防曬係數，添加維他命B3嫩白成分，自然透出亮白，持久不暗沈，高效遮瑕，拍出絲絨光面潤透美顏。,,彩妝品,"氣墊粉餅,","美白,透亮,長效持妝,防曬,遮瑕,",,"容量:15g:NT520:RM0,","TW, MY",,N,"MISSHA 輕透裸光無暇氣墊粉餅,輕透裸光無暇氣墊粉餅",2016/11/30,,N,N,7,N,https://pic.pimg.tw/styleme/1488554398-457920802.png,https://pic.pimg.tw/styleme/1481556297-753939501.jpg,https://pic.pimg.tw/styleme/1481556307-157864997.jpg,,,,http://www.watsons.com.tw/missha輕透裸光無暇氣墊粉餅-spf50-pa-no.21白皙/p/BP_400547,白皙
12796-2,開架,MISSHA,底妝系列,,輕透裸光無暇氣墊粉餅SPF50+ PA+++ 清透白,M Magic Cushion SPF50+ PA+++,高防曬係數，添加維他命B3嫩白成分，自然透出亮白，持久不暗沈，高效遮瑕，拍出絲絨光面潤透美顏。,,彩妝品,"氣墊粉餅,","美白,透亮,長效持妝,防曬,遮瑕,",,"容量:15g:NT520:RM0,","TW, MY",,N,"MISSHA 輕透裸光無暇氣墊粉餅,輕透裸光無暇氣墊粉餅",2016/11/30,,N,N,7,N,https://pic.pimg.tw/styleme/1488554398-457920802.png,https://pic.pimg.tw/styleme/1481556297-753939501.jpg,https://pic.pimg.tw/styleme/1481556307-157864997.jpg,,,,hhttp://www.watsons.com.tw/peripera極透裸光控油氣墊粉餅spf50pa-02清透白/p/BP_109715,明亮膚色

12799,開架,MISSHA,底妝系列,,輕透裸光保濕氣墊粉餅 SPF50+ PA+++ 白皙,M Magic Cushion Moisture SPF50+ PA+++,高效保濕成分，一拍透出水光肌，更加水潤光澤，自然的遮瑕度，修飾膚色，透出像奶油般細緻妝感。,,彩妝品,"氣墊粉餅,","保濕,修正膚色,遮瑕,滋潤,",,"容量:15g:NT520:RM0,","TW, MY",,N,"MISSHA 輕透裸光保濕氣墊粉餅,輕透裸光保濕氣墊粉餅",2016/11/30,,N,N,1,N,https://pic.pimg.tw/styleme/1488554520-2903380075.png,https://pic.pimg.tw/styleme/1481556325-802065813.jpg,https://pic.pimg.tw/styleme/1481556337-957616664.jpg,,,,http://www.watsons.com.tw/missha輕透裸光保濕氣墊粉餅-no.21白皙/p/BP_400528,白皙色

12916-1,開架,MISSHA,底妝系列,,輕透裸光羽絨蜜粉 SPF15（明亮膚色）,The Style Fitting Wear Cashmere Powder SPF15,含微粒珍珠光粉末，定妝同時賦予妝容自然光彩，含有蜂蜜、椰子等天然提取物，能抑制油光同時讓肌膚維持水嫩，超定妝。,,彩妝品,"蜜粉,","保濕,控油,長效持妝,珠光,",,"容量:20g:NT450:RM0,","TW, MY",,N,"MISSHA 輕透裸光羽絨蜜粉,輕透裸光羽絨蜜粉",2016/12/1,,N,N,,N,https://pic.pimg.tw/styleme/1480588665-227442951.jpg,https://pic.pimg.tw/styleme/1481558316-610167610.jpg,,,,,http://www.watsons.com.tw/輕透裸光-羽絨蜜粉spf15-(明亮膚色)m2891/p/BP_557215,明亮膚色
12916-2,開架,MISSHA,底妝系列,,輕透裸光羽絨蜜粉 SPF15（自然膚色）,The Style Fitting Wear Cashmere Powder SPF15,含微粒珍珠光粉末，定妝同時賦予妝容自然光彩，含有蜂蜜、椰子等天然提取物，能抑制油光同時讓肌膚維持水嫩，超定妝。,,彩妝品,"蜜粉,","保濕,控油,長效持妝,珠光,",,"容量:20g:NT450:RM0,","TW, MY",,N,"MISSHA 輕透裸光羽絨蜜粉,輕透裸光羽絨蜜粉",2016/12/1,,N,N,,N,https://pic.pimg.tw/styleme/1480588665-227442951.jpg,https://pic.pimg.tw/styleme/1481558316-610167610.jpg,,,,,http://www.watsons.com.tw/輕透裸光-羽絨蜜粉spf15-(自然膚色)m2892/p/BP_557168,自然膚色

13693,開架,MISSHA,,,時尚眼唇卸妝油(日本版),,溫和卸除防水性眼妝與持久性脣膏，清爽不油膩的眼唇卸妝油。,,保養品,"眼唇卸妝,","卸妝,",,"容量:100ml:NT195,","TW, MY",,N,"Missha 時尚眼唇卸妝油(日本版),時尚眼唇卸妝油(日本版)",2016/12/6,,N,Y,1,N,https://pic.pimg.tw/styleme/1481031859-3716293021.jpg,,,,,,http://www.watsons.com.tw/時尚眼唇卸妝油(日本版)/p/BP_868328,

16117,開架,MISSHA,眉毛系列,,自然定色染眉筆,7Days Tinted Eyebrow,液態染眉筆，勾勒超自然眉型，超持久、七天不掉色，盡情玩水也不怕，卸妝也不用擔心眉毛失蹤！,,彩妝品,"眉彩,","長效持妝,好上色,防水,",,"容量:0.8ml:NT320:RM0,","TW, MY",,N,"MISSHA 自然定色染眉筆,自然定色染眉筆",2017/1/8,,N,N,,N,https://pic.pimg.tw/styleme/1483885970-4023787619.jpg,https://pic.pimg.tw/styleme/1483885978-1789320798.jpg,https://pic.pimg.tw/styleme/1483885985-2819846159.jpg,,,,http://www.watsons.com.tw/missha自然定色染眉筆/p/BP_113389,咖啡色

18154,開架,MISSHA,臉部彩妝,,義想曲晶璨編織眼影,Italprism,全系列於義大利生產製造，立體編織壓紋襯托絲絨般細緻的金屬光澤，搭配低調奢華的玫瑰金外盒及Mini Size設計，輕巧好攜帶，隨時隨地展現都會女子的自信與優雅！共10色。,,彩妝品,"眼影,","珠光,顯色,好推勻,色彩飽和,",2017/3/3,"容量:1.5g:NT390:RM0,","TW, MY",,N,"MISSHA 格紋眼影,MISSHA 義想曲晶璨編織眼影,編織眼影,義想曲晶璨編織眼影",2017/3/22,,N,N,14,Y,https://pic.pimg.tw/styleme/1490157548-961799228.png,,,,,,http://www.watsons.com.tw/missha-義想曲晶璨編織眼影no.5-1.5g/p/BP_127149,粉紅色

18259-1,開架,MISSHA,唇彩系列,,MISSHA格蘭迷炫璀璨唇膏 PK04,,"特濃唇膏、完美貼合唇部，超高顯色度，綻放性感迷人唇色，持久不敗! 完美比例34度斜角，完美貼合唇形。
全3色。",,彩妝品,"唇膏,","長效持妝,顯色,",2017/3/3,"容量:3.6g:NT590:RM0,","TW, MY",,N,"MISSHA 格蘭迷炫璀璨唇膏,格蘭迷炫璀璨唇膏",2017/3/24,,N,N,1,N,https://pic.pimg.tw/styleme/1490352667-1203604002.png,,,,,,http://www.watsons.com.tw/missha-格蘭迷炫璀璨唇膏-pk04-3.6g/p/BP_127898,桃紅色
18259-2,開架,MISSHA,唇彩系列,,MISSHA格蘭迷炫璀璨唇膏 CR02,,"特濃唇膏、完美貼合唇部，超高顯色度，綻放性感迷人唇色，持久不敗! 完美比例34度斜角，完美貼合唇形。
全3色。",,彩妝品,"唇膏,","長效持妝,顯色,",2017/3/3,"容量:3.6g:NT590:RM0,","TW, MY",,N,"MISSHA 格蘭迷炫璀璨唇膏,格蘭迷炫璀璨唇膏",2017/3/24,,N,N,1,N,https://pic.pimg.tw/styleme/1490352667-1203604002.png,,,,,,http://www.watsons.com.tw/missha-格蘭迷炫璀璨唇膏-cr02-3.6g/p/BP_127897,裸色
18259-3,開架,MISSHA,唇彩系列,,MISSHA格蘭迷炫璀璨唇膏 CR04,,"特濃唇膏、完美貼合唇部，超高顯色度，綻放性感迷人唇色，持久不敗! 完美比例34度斜角，完美貼合唇形。
全3色。",,彩妝品,"唇膏,","長效持妝,顯色,",2017/3/3,"容量:3.6g:NT590:RM0,","TW, MY",,N,"MISSHA 格蘭迷炫璀璨唇膏,格蘭迷炫璀璨唇膏",2017/3/24,,N,N,1,N,https://pic.pimg.tw/styleme/1490352667-1203604002.png,,,,,,http://www.watsons.com.tw/missha-格蘭迷炫璀璨唇膏-cr04-3.6g/p/BP_127899,玫瑰色

2479,開架,Hada-Labo 肌研,極潤保濕系列,,極潤保濕洗面乳,Hyadaring face wash,濃密霜狀質地，豐潤細緻潔面泡沫能徹底清潔臉部肌膚。同時添加HPT玻尿酸，能以磁鐵般強大吸附力緊鎖水份，洗後肌膚不乾澀緊繃，感受真正水潤細緻的觸感。,,保養品,"洗顏產品,","清潔,保濕,滋潤,",2012/3/26,"容量:100g:NT260,容量:100ml:RM52:","TW, MY",,N,"Hada-Labo 極潤保濕洗面乳,肌研 極潤保濕洗面乳",2016/2/24,,N,N,8,Y,https://pic.pimg.tw/styleme/1458132116-1522633251.jpg,,,,,,http://www.watsons.com.tw/極潤保濕洗面乳(100g)/p/BP_208908,

2509,開架,Hada-Labo 肌研,極潤alpha緊緻彈力系列,,α緊緻彈力保濕化妝水清爽型,Hada Labo Retinol Firming Lotion,添加有效抗皺成分維他命A衍生物及水解膠原蛋白，持續對抗乾燥、暗沉與細紋，維持肌膚年輕澎潤有彈力。完美結合3D玻尿酸、高效玻尿酸、玻尿酸及水解玻尿酸，四種不同分子大小的玻尿酸精華深度保濕，全面補水鎖水。各種膚質適用。,,保養品,"化妝水,","保濕,緊實,改善細紋,",2014/9/1,"容量:170ml:NT570:RM63.50,","TW, MY",,N,"Hada-Labo α緊緻彈力保濕化妝水清爽型,α緊緻彈力保濕化妝水清爽型,肌研 α緊緻彈力保濕化妝水清爽型",2016/2/24,,N,N,,N,https://pic.pimg.tw/styleme/1456328396-1738365867.jpg,,,,,,http://www.watsons.com.tw/肌研極潤-α緊緻彈力保濕化妝水清爽型(170ml)/p/BP_230130,

2542,開架,Hada-Labo 肌研,白潤美白系列,,白潤冰淨毛孔緊緻亮白精華,White Cooling Gel Lotion,,,保養品,"化妝水,","控油,細緻毛孔,美白,",2015/4/1,"容量:200ml:NT500:RM63.50,","TW, MY",,N,"Hada-Labo 白潤冰淨毛孔緊緻亮白精華,白潤冰淨毛孔緊緻亮白精華,肌研 白潤冰淨毛孔緊緻亮白精華",2016/2/25,,N,N,11,N,https://pic.pimg.tw/styleme/1459694103-2586362192.png,,,,,,http://www.watsons.com.tw/肌研-白潤冰淨毛孔緊緻亮白精華200ml/p/BP_230890,

2563,開架,Hada-Labo 肌研,極潤保濕系列,,極潤保濕乳液,Gokujyun Super Hyaluronic Acid Moist Lotion,添加全新保濕成分植物性角鯊烯，與皮膚天然皮脂相近，觸感如牛奶般的滑順潤澤，水潤清爽不黏膩。搭配三重玻尿酸，深層保濕滋潤，適合臉部與身體使用。,,保養品,"乳液,","保濕,滋潤,",2009/10/15,"容量:140ml:NT440,","TW, MY",,N,"Hada-Labo 極潤保濕乳液,極潤保濕乳液,肌研 極潤保濕乳液",2016/2/25,,N,N,10,N,https://pic.pimg.tw/styleme/1458186609-1845012741.jpg,,,,,,http://www.watsons.com.tw/極潤保濕乳液/p/BP_293011,

5200,開架,Hada-Labo 肌研,極潤保濕系列,,極潤健康化粧水,,肌研第1瓶膚質調理化粧水，能舒緩不安定膚況，使肌膚回復至原本的健康狀態，改善粗荒、油光、暗沉等肌膚問題。溫和對待肌膚，無香料、無色素、無礦物油。,,保養品,"化妝水,","保濕,滋潤,修護,透亮,均勻膚色,提升光澤,平滑膚觸,抗氧化,不黏膩,",2015/10/1,"容量:170ml:NT480,","TW, MY",,N,,2016/4/11,,N,N,2,N,https://pic.pimg.tw/styleme/1460670806-419469420.jpg,,,,,,http://www.watsons.com.tw/極潤健康化粧水/p/BP_231587,

5203,開架,Hada-Labo 肌研,極潤保濕系列,,極水清爽無油化粧水,,嚴選六種礦物質及兩種胺基酸，微米分子迅速滲透肌底，為肌膚補充水分，實現超水嫩的天然素肌感。零油份、零黏膩，清透水感質地輕拍瞬間吸收。,,保養品,"化妝水,","保濕,滋潤,修護,透亮,均勻膚色,平滑膚觸,舒緩,不黏膩,",2015/10/1,"容量:180ml:NT280,","TW, MY",,N,,2016/4/11,,N,N,,N,https://pic.pimg.tw/styleme/1460670850-3118251193.jpg,,,,,,https://www.urcosme.com/products/72457,

5206,開架,Hada-Labo 肌研,極潤金緻系列,,極潤金緻特濃保濕精華水,Hydrating Premium Lation,肌研首創完美結合5種分子特性不同的玻尿酸—「高效玻尿酸、水解玻尿酸、玻尿酸、3D玻尿酸、吸附型玻尿酸」，深入滲透肌底補水鎖水，實現極致潤澤。,,保養品,"化妝水,","保濕,滋潤,修護,透亮,均勻膚色,提升光澤,平滑膚觸,",2015/12/1,"容量:170ml:NT550:RM69.90,","TW, MY",,N,"Hada-Labo 極潤金緻特濃保濕精華水,極潤金緻特濃保濕精華水,肌研 極潤金緻特濃保濕精華水",2016/4/11,,N,N,17,Y,https://pic.pimg.tw/styleme/1460670870-4056589523.jpg,,,,,,http://www.watsons.com.tw/極潤金緻特濃保濕精華水/p/BP_231619

5209,開架,Hada-Labo 肌研,極潤保濕系列,,極潤完美多效高保濕凝霜UVSPF50+/PA++++,UV Perfect Gel  SPF50+ PA++++,嚴選維他命C誘導體、玻尿酸、水解玻尿酸高效保濕精華，能深入肌底鎖住水分，避免冷氣房或陽光造成乾燥粗糙，一整天長效水潤。,,保養品,"乳霜,","保濕,滋潤,抗老,修護,改善細紋,透亮,均勻膚色,提升光澤,平滑膚觸,",2016/4/1,"容量:90g:NT690:RM100,","TW, MY",,N,"Hada-Labo 極潤完美多效高保濕凝霜,Hada-Labo 極潤完美多效高保濕凝霜UVSPF50+/PA++++,極潤完美多效高保濕凝霜,極潤完美多效高保濕凝霜UVSPF50+/PA++++,肌研 極潤完美多效高保濕凝霜,肌研 極潤完美多效高保濕凝霜UVSPF50+/PA++++",2016/4/11,,N,N,7,Y,https://pic.pimg.tw/styleme/1461316879-3281220790.jpg,,,,,,http://www.watsons.com.tw/肌研極潤完美多效高保濕凝霜uv(90g)/p/BP_104021

5212,開架,Hada-Labo 肌研,極潤保濕系列,,極潤完美多效清透凝露UV,UV Gel SPF50+ PA++++,採用日本最新防曬基準最高係數「SPF50+/PA++++」，守護肌膚不受UVA/UVB紫外線傷害，延長肌膚不曬黑時間達16倍。嚴選「高效玻尿酸、水解玻尿酸與玻尿酸」三種不同分子大小的保濕精華，3重保水力，防曬同時保濕。,,保養品,"防曬隔離,","保濕,滋潤,防曬,清爽,不黏膩,",2015/5/1,"容量:50g:NT380:RM53.90,","TW, MY",,N,"Hada-Labo 極潤完美多效清透凝露UV,極潤完美多效清透凝露UV,肌研 極潤完美多效清透凝露UV",2016/4/11,,N,N,1,N,https://pic.pimg.tw/styleme/1460670910-1915436505.jpg,,,,,,http://www.watsons.com.tw/玻尿酸保濕防曬凝露50g/p/BP_222181,

5215,開架,Hada-Labo 肌研,極潤保濕系列,,極潤3D完美多效緊緻彈力面膜,,,,保養品,"保養面膜,","保濕,滋潤,緊實,修護,透亮,平滑膚觸,",2015/1/1,"容量:30片:NT550,","TW, MY",,N,"Hada-Labo 極潤3D完美多效緊緻彈力面膜,極潤3D完美多效緊緻彈力面膜,肌研 極潤3D完美多效緊緻彈力面膜",2016/4/11,,N,N,2,N,https://pic.pimg.tw/styleme/1460670925-45338417.jpg,,,,,,http://www.watsons.com.tw/肌研極潤3d完美多效緊緻彈力面膜30入/p/BP_231378,

8512,開架,Hada-Labo 肌研,,,白潤冰淨亮白精華露面膜,Shirojyun Whitening Cooling Hyaluronic Jelly Mask,,,保養品,"保養面膜,","透亮,溫和低刺激,",2016/8/1,"容量:30片:NT550:RM0,","TW, MY",,N,"Hada-Labo 白潤冰淨亮白精華露面膜,白潤冰淨亮白精華露面膜,肌研 白潤冰淨亮白精華露面膜",2016/8/16,,N,N,1,N,https://pic.pimg.tw/styleme/1489309973-3374986993.png,,,,,,http://www.watsons.com.tw/肌研白潤冰淨亮白精華露面膜/p/BP_113274

8977,開架,Hada-Labo 肌研,極潤保濕系列,,極潤保濕卸粧油,,濃粧適用睫毛膏也沒問題！嚴選高純度橄欖油，質地透明純淨、溫和細緻不刺激，即使厚重彩粧、睫毛膏和眼線都能輕鬆卸除。深層卸粧同時滋潤保濕，不僅容易沖洗，還能維持水感柔嫩的膚觸,,保養品,"卸妝產品,","卸妝,保濕,",2011/9/15,"容量:200ml:NT380,","TW, MY",,N,,2016/9/12,,N,Y,1,N,https://pic.pimg.tw/styleme/1473669265-859122334.png,,,,,,http://www.watsons.com.tw/極潤保濕卸粧油-200ml/p/BP_184832,

8980,開架,Hada-Labo 肌研,極潤保濕系列,,極潤保濕卸粧液,,肌研極潤保濕卸粧液-淡粧適用乾濕兩用更方便。水感凝露質地清爽不油膩，滑順好推展，特別添加HPT玻尿酸，沖洗後，肌膚依然水嫩不乾澀，輕鬆卸除肌膚與毛孔內的彩粧與髒汙，配方溫和，適合各種膚質,,保養品,"卸妝產品,","卸妝,清爽,",2010/3/18,"容量:200ml:NT400,","TW, MY",,N,,2016/9/12,,N,Y,,N,https://pic.pimg.tw/styleme/1473669657-1270494860.jpg,,,,,,http://www.watsons.com.tw/極潤保濕卸粧液/p/BP_292697,

8983,開架,Hada-Labo 肌研,極潤保濕系列,,極潤保濕泡洗顏,HydratingFoarming Wash,特殊設計壓頭只要輕輕一按，輕鬆擁有蛋白霜般豐盈彈力綿密泡泡，能溫和清潔毛孔髒污。同時能卸除淡妝，避免過度清潔肌膚，嚴選雙重玻尿酸，洗後觸感水嫩保濕不乾澀。,,保養品,"洗顏產品,","卸妝,清潔,保濕,",2013/5/1,"容量:160ml:NT370:RM42.90,","TW, MY",,N,"Hada-Labo 極潤保濕泡洗顏,肌研 極潤保濕泡洗顏",2016/9/12,,N,Y,,N,https://pic.pimg.tw/styleme/1473670144-1792278677.png,,,,,,http://www.watsons.com.tw/極潤保濕泡洗顏(160ml)/p/BP_222160,

8992,開架,Hada-Labo 肌研,極潤保濕系列,,極潤保濕化粧水(清爽型),,全新升級清爽配方，全面提升滲透力，深度保濕同時清爽不黏膩，適合容易出油但卻又缺水乾燥的油性與混合性膚質，將肌膚調理至油水平衡、水潤Q彈。,,保養品,"化妝水,","保濕,清爽,不黏膩,",2013/5/1,"容量:170ml:NT440,","TW, MY",,N,,2016/9/12,,N,Y,2,N,https://pic.pimg.tw/styleme/1473671707-2043482253.jpg,,,,,,http://www.watsons.com.tw/極潤保濕化粧水清爽型/p/BP_562780,

8995,開架,Hada-Labo 肌研,極潤保濕系列,,極潤保濕面膜,Hydrating Mask,,,保養品,"保養面膜,","保濕,滋潤,透亮,提升光澤,",2009/10/15,"容量:20ml x 4片(一盒）:NT350,容量:4pcs:RM42.30:","TW, MY",,N,"Hada-Labo 極潤保濕面膜,肌研 極潤保濕面膜",2016/9/12,,N,Y,4,N,https://pic.pimg.tw/styleme/1473675714-1544559740.png,,,,,,http://www.watsons.com.tw/極潤保濕面膜-4片裝/p/BP_293077,

8998,開架,Hada-Labo 肌研,極潤保濕系列,,極潤保濕美容液,,極潤全系列中高效玻尿酸濃度含量最高，濃潤質地卻不油膩，密集修護乾燥粗糙脫皮的肌膚，維護健康肌膚的保水機制，肌膚透出潤澤光彩。,,保養品,"精華液,","滋潤,修護,透亮,清爽,",2009/10/15,"容量:30g:NT740,","TW, MY",,N,"Hada-Labo 極潤保濕美容液,極潤保濕美容液,肌研 極潤保濕美容液",2016/9/13,,N,Y,10,N,https://pic.pimg.tw/styleme/1473735553-2284498151.png,,,,,,http://www.watsons.com.tw/極潤保濕美容液/p/BP_293033,

9001,開架,Hada-Labo 肌研,極潤保濕系列,,極潤保濕凝霜,,肌膚最後一道鎖水保濕屏障，深入肌底提升肌膚含水量。彈力凝霜滑順質地，長效鎖水，改善肌膚乾燥、粗糙等問題。,,保養品,"乳霜,","保濕,",2011/9/15,"容量:50g:NT550,","TW, MY",,N,"Hada-Labo 極潤保濕凝霜,肌研 極潤保濕凝霜",2016/9/13,,N,Y,1,N,https://pic.pimg.tw/styleme/1473735923-1091857746.png,,,,,,http://www.watsons.com.tw/極潤保濕凝霜-50g/p/BP_183920,

9007,開架,Hada-Labo 肌研,濃極潤系列,,極潤完美多效凝露,Hydrating Perfect Gel,全新升級添加珍貴「日本藍藻多醣精華」，能於肌膚形成360°長效鎖水網，將五大保濕精華包覆密封直達肌底。滲透力同步提升，濃潤滑順質地不黏膩，有效舒緩乾燥缺水等問題，使肌膚充滿水潤光澤。,,保養品,"凝膠凝凍,","保濕,滋潤,提升光澤,不黏膩,",2012/8/1,"容量:100g:NT650,容量:80g:RM94.90:","TW, MY",,N,"Hada-Labo 極潤完美多效凝露,極潤完美多效凝露,肌研 極潤完美多效凝露",2016/9/13,,N,Y,3,N,https://pic.pimg.tw/styleme/1473736776-1345605187.png,,,,,,http://www.watsons.com.tw/極潤完美多效凝露(100g)/p/BP_215903,

9010,開架,Hada-Labo 肌研,濃極潤系列,,極潤完美多效美白凝露,,嚴選美白保濕精萃，能深入滲透肌底，抑制黑色素生成、淡化斑點，並改善乾燥暗沉。水感清爽不黏膩，肌膚不僅亮白，更充滿水潤光澤感。,,保養品,"凝膠凝凍,","保濕,美白,透亮,提升光澤,清爽,不黏膩,",2013/9/1,"容量:100g:NT650,","TW, MY",,N,"Hada-Labo 極潤完美多效美白凝露,極潤完美多效美白凝露,肌研 極潤完美多效美白凝露",2016/9/13,,N,Y,7,N,https://pic.pimg.tw/styleme/1473737287-3450089610.png,,,,,,http://www.watsons.com.tw/極潤完美多效美白凝露(100g)/p/BP_168745,

9013,開架,Hada-Labo 肌研,濃極潤系列,,極潤3D多效緊緻彈力復元凝露,,全新升級添加珍貴「日本藍藻多醣精華」，並嚴選五種專櫃級抗皺潤澤精華，能強化肌膚保護力，有效改善乾燥細紋。革命性3D彈力記形凝露，輕抹宛如一整天敷上隱形緊緻面膜，恢復青春彈力美肌。,,保養品,"凝膠凝凍,","緊實,抗皺,改善細紋,",2014/9/1,"容量:100g:NT680,","TW, MY",,N,"Hada-Labo 極潤3D多效緊緻彈力復元凝露,極潤3D多效緊緻彈力復元凝露,肌研 極潤3D多效緊緻彈力復元凝露",2016/9/13,,N,Y,12,N,https://pic.pimg.tw/styleme/1473737833-363225725.png,,,,,,http://www.watsons.com.tw/肌研-極潤3d多效緊緻彈力復元凝露-100g/p/BP_230131,

9019,開架,Hada-Labo 肌研,極潤alpha緊緻彈力系列,,肌研α緊緻彈力保濕化粧水,,維持年輕肌膚的第一步，濃潤宛如精華液般滋潤的化妝水，輕拍瞬間吸收，升級配方加強肌膚基礎鎖水力，每日持續對抗乾燥、暗沉與鬆弛細紋，使肌膚水潤Q彈，煥發青春光采。,,保養品,"化妝水,","滋潤,緊實,好吸收,",2013/10/1,"容量:170ml:NT570,","TW, MY",,N,,2016/9/13,,N,Y,1,N,https://pic.pimg.tw/styleme/1473738710-1288737341.png,,,,,,http://www.books.com.tw/products/N000321367,

9022,開架,Hada-Labo 肌研,極潤alpha緊緻彈力系列,,極潤α緊緻彈力美容液,,濃潤精華持續滲透，深層補水並修護因年齡所導致的細紋，迅速豐潤嫩澤緊緻肌膚。配方溫和，眼周嘴角的細緻肌膚皆可使用，再也不用擔心小細紋洩漏年齡。,,保養品,"精華液,","滋潤,緊實,",2010/11/1,"容量:30g:NT840,","TW, MY",,N,"Hada-Labo 極潤α緊緻彈力美容液,極潤α緊緻彈力美容液,肌研 極潤α緊緻彈力美容液",2016/9/13,,N,Y,,N,https://pic.pimg.tw/styleme/1473739296-232744445.jpg,,,,,,http://www.books.com.tw/products/N000321376,

9025,開架,Hada-Labo 肌研,極潤alpha緊緻彈力系列,,極潤α緊緻彈力保濕乳液,,升級配方觸感濃潤，質地更加細緻柔滑，輕推好吸收，能迅速滲透並鎖住水分，改善細紋、暗沉、鬆弛等問題，使肌膚維持緊實滑嫩，從肌底透出Q彈光澤。,,保養品,"乳液,","保濕,緊實,提升光澤,平滑膚觸,好吸收,",2011/10/1,"容量:140ml:NT570,","TW, MY",,N,"Hada-Labo 極潤α緊緻彈力保濕乳液,極潤α緊緻彈力保濕乳液,肌研 極潤α緊緻彈力保濕乳液",2016/9/13,,N,Y,1,N,https://pic.pimg.tw/styleme/1473739661-843465578.png,,,,,

9028,開架,Hada-Labo 肌研,極潤alpha緊緻彈力系列,,極潤alpha緊緻彈力保濕乳霜,,奢華豐潤的濃潤乳霜質地，能將極致潤澤鎖在肌底。輕輕按摩全臉，有效舒緩肌膚粗糙，減緩細紋生成，連易乾燥的雙頰、頸部也能維持水嫩彈性。,,保養品,"乳霜,","保濕,滋潤,",2013/10/1,"容量:50g:NT680,","TW, MY",,N,"Hada-Labo 極潤alpha緊緻彈力保濕乳霜,極潤alpha緊緻彈力保濕乳霜,肌研 極潤alpha緊緻彈力保濕乳霜",2016/9/13,,N,Y,,N,https://pic.pimg.tw/styleme/1473739970-4212060566.png,,,,,,http://www.watsons.com.tw/極潤α緊緻彈力保濕乳霜/p/BP_550103

9031,開架,Hada-Labo 肌研,白潤美白系列,,白潤美白化粧水,,白潤保濕天后再升級，獨家潤透瞬白科技，輕觸肌膚的0.1秒即能瞬間滲透，深入打造白潤肌底，不僅使用起來觸感加倍清爽，更能加速綻放瑩白透亮。,,保養品,"化妝水,","保濕,美白,清爽,",2012/3/26,"容量:170ml:NT440,","TW, MY",,N,,2016/9/13,,N,Y,2,N,https://pic.pimg.tw/styleme/1473740321-1369954634.jpg,,,,,,http://www.watsons.com.tw/白潤美白化粧水/p/BP_293088,

9034,開架,Hada-Labo 肌研,白潤美白系列,,白潤美白化粧水-潤澤型,,潤澤力再進化，運用雙重玻尿酸滲透科技，宛如精華液般濃潤的水凝露質地，賦予肌膚源源不絕的豐沛水感，使肌膚不僅白皙，更加水潤Q彈。,,保養品,"化妝水,","滋潤,美白,",2012/3/26,"容量:170ml:NT440,","TW, MY",,N,,2016/9/13,,N,Y,5,N,https://pic.pimg.tw/styleme/1473740954-2145536353.png,,,,,,http://www.watsons.com.tw/白潤美白化粧水-潤澤型(170ml)/p/BP_208894,

9037,開架,Hada-Labo 肌研,白潤美白系列,,白潤美白面膜,Shirojyun Arbutin Whitening Mask,獨特柔軟面膜材質能緊密包覆肌膚，促進美白、保濕精華滲透肌底，有效解決暗沉、乾燥、缺乏彈性等問題、使肌膚重現亮白光澤。,,保養品,"保養面膜,","保濕,美白,提升光澤,",2009/10/15,"容量:20ml x 4片（一盒）:NT 350:RM0,容量:4pcs:RM42.30:","TW, MY",,N,"Hada-Labo 白潤美白面膜,白潤美白面膜,肌研 白潤美白面膜",2016/9/13,,N,N,1,N,https://pic.pimg.tw/styleme/1473741734-399297403.png,,,,,,http://www.watsons.com.tw/白潤美白面膜-4片裝/p/BP_293180,
